Image,Final patch,Outcome,Analyzer OP,Time in s,
python-mypy-218217215.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.69963185,
python-mypy-218217215.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.72648753,
python-mypy-218217217.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,21.37232762,
python-mypy-218217217.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,32.05705143,
python-mypy-218217232.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.64519795,
python-mypy-218217232.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.67597567,
python-mypy-218217233.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,30.1414706,
python-mypy-218217233.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,30.8719264,
python-mypy-218857659.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,13.7736072,
python-mypy-218857659.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.7038543,
python-mypy-218857660.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,13.68837148,
python-mypy-218857660.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.77981603,
python-mypy-218857661.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original status,TRUE,28.93010637,
python-mypy-218857661.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,32.02122402,
python-mypy-218857677.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,13.66607757,
python-mypy-218857677.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,13.78625763,
python-mypy-218857678.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original status,TRUE,29.92629703,
python-mypy-218857678.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,31.16178995,
python-mypy-224212748.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,13.65194685,
python-mypy-224212748.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,14.7970283,
python-mypy-224212749.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,13.7489101,
python-mypy-224212749.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,14.78829882,
python-mypy-224212750.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.5.2.2,Restored to original error,TRUE,11.92830958,
python-mypy-224212750.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,33.0514029,
python-mypy-224213283.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,15.9890124,
python-mypy-224213283.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.387201,
python-mypy-224213285.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original status,TRUE,36.80879138,
python-mypy-224213285.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.19176435,
python-mypy-224564226.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,16.1182877,
python-mypy-224564226.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,16.45350453,
python-mypy-224564227.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,16.0120122,
python-mypy-224564227.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,16.33309865,
python-mypy-224564228.failed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original status,TRUE,32.78802178,
python-mypy-224564228.passed.log,pytest-xdist==1.14 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,32.20918602,
python-mypy-228813887.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,17.63308883,
python-mypy-228813887.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.74278417,
python-mypy-228813888.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,17.59826817,
python-mypy-228813888.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.69848317,
python-mypy-235014776.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,17.6451985,
python-mypy-235014776.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.66817717,
python-mypy-235014778.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original error,TRUE,17.68457283,
python-mypy-235014778.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.67310383,
python-mypy-235014779.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Restored to original status,TRUE,34.79394448,
python-mypy-235014779.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,39.4991864,
python-mypy-237548379.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.69321217,
python-mypy-237548379.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.045814,
python-mypy-237548380.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.781761,
python-mypy-237548380.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.00885433,
python-mypy-237548381.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,23.89248705,
python-mypy-237548381.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,37.84429983,
python-mypy-237548392.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.70831117,
python-mypy-237548392.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.6645025,
python-mypy-237548393.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.722505,
python-mypy-237548393.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.76840817,
python-mypy-237548394.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.50925467,
python-mypy-237548394.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.75499085,
python-mypy-237592809.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.75928183,
python-mypy-237592809.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.78613167,
python-mypy-237592810.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1,No longer recognized as a dependency error,FALSE,15.85780079,
python-mypy-237592810.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,35.94921532,
python-mypy-237592816.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.74992167,
python-mypy-237592816.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.80034017,
python-mypy-237592817.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.70529617,
python-mypy-237592817.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.74551583,
python-mypy-237592818.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.25008267,
python-mypy-237592818.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,39.15861375,
python-mypy-238300878.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.30346372,
python-mypy-238300878.passed.log,pytest-xdist==1.15.0,No longer recognized as a dependency error,FALSE,2.886549298,
python-mypy-238301141.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.73085333,
python-mypy-238301141.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.747696,
python-mypy-238301142.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.68726533,
python-mypy-238301142.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.82991,
python-mypy-238301143.failed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,34.95794807,
python-mypy-238301143.passed.log,pytest-xdist==2.2.0 lxml==3.7.3 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.29730445,
python-mypy-239991944.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.76013283,
python-mypy-239991944.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.8489145,
python-mypy-239991945.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.791687,
python-mypy-239991945.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.918902,
python-mypy-239991946.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,27.94495942,
python-mypy-239991946.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,36.75878123,
python-mypy-241025286.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,35.97029257,
python-mypy-241025286.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.59282938,
python-mypy-241040954.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.8000665,
python-mypy-241040954.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.85526767,
python-mypy-241040955.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.87869933,
python-mypy-241040955.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.82724867,
python-mypy-241040956.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1,No longer recognized as a dependency error,FALSE,23.14784783,
python-mypy-241040956.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,20.19954423,
python-mypy-241193088.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.79545267,
python-mypy-241193088.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.75629167,
python-mypy-241193089.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.69179883,
python-mypy-241193089.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.90736,
python-mypy-241193090.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,37.15409838,
python-mypy-241193090.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,39.4515924,
python-mypy-241205492.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.7933555,
python-mypy-241205492.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.86863167,
python-mypy-241205493.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.13830583,
python-mypy-241205493.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.923265,
python-mypy-241205494.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,37.31265555,
python-mypy-241205494.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,37.18795107,
python-mypy-243050688.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8,No longer recognized as a dependency error,FALSE,14.40428538,
python-mypy-243050688.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.908804,
python-mypy-243050689.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.98599783,
python-mypy-243050689.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.97628983,
python-mypy-243705166.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.90552783,
python-mypy-243705166.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.01589767,
python-mypy-243705167.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.95442933,
python-mypy-243705167.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.97688183,
python-mypy-243705168.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,33.18358197,
python-mypy-243705168.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,39.06306027,
python-mypy-247133697.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.00657317,
python-mypy-247133697.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.02256183,
python-mypy-247133698.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,17.988783,
python-mypy-247133698.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.05871667,
python-mypy-247133699.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,37.48539203,
python-mypy-247133699.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,38.97238818,
python-mypy-247501661.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.03673083,
python-mypy-247501661.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,18.023035,
python-mypy-247501663.failed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,20.661883,
python-mypy-247501663.passed.log,pytest-xdist==2.2.0 lxml==3.8.0 typing==3.6.1 pytest==2.8 line==0.8.2,Exhausted all options,FALSE,37.58789023,
python-mypy-290421737.failed.log,pip==9.0.1,Restored to original error,TRUE,7.620789853,
python-mypy-290421737.passed.log,pip==9.0.1,Successfully fixed build,TRUE,7.893272905,
python-mypy-302754188.failed.log,pytest-xdist==1.20.0 pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,17.28564952,
python-mypy-302754188.passed.log,pytest-xdist==1.20.0 pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,19.51212205,
python-mypy-303019936.passed.log,pytest-xdist==1.20.0 pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,19.04672382,
python-mypy-306489662.failed.log,pytest-xdist==1.20.0 pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,22.42140835,
python-mypy-306489662.passed.log,pytest-xdist==1.20.0 pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,18.38244672,
python-mypy-311982368.failed.log,pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,6.02485495,
python-mypy-311982368.passed.log,pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,5.7771336,
python-mypy-311983173.failed.log,pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,5.52408465,
python-mypy-311983173.passed.log,pytest==3.2.5 line==0.8.2,Exhausted all options,FALSE,5.78255375,
python-mypy-324391447.passed.log,pytest==3.3.1 typing==3.5.2.2,Exhausted all options,FALSE,8.9938765,
python-mypy-326486100.failed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,18.46443217,
python-mypy-326486100.passed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,26.1106868,
python-mypy-326486254.failed.log,pytest==3.3.2 typing==3.5.2.2,Exhausted all options,FALSE,15.41246985,
python-mypy-326486254.passed.log,pytest==3.3.2 typing==3.5.2.2,Exhausted all options,FALSE,19.53659047,
python-mypy-326947543.failed.log,pytest==3.3.2 typing==3.5.2.2,Exhausted all options,FALSE,20.38852583,
python-mypy-326947543.passed.log,pytest==3.3.2 typing==3.5.2.2,Exhausted all options,FALSE,20.85859978,
python-mypy-327656356.failed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,28.41162695,
python-mypy-327656356.passed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,27.036906,
python-mypy-330142563.failed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,28.57702353,
python-mypy-330142563.passed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,24.92475725,
python-mypy-331948797.failed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,25.53679895,
python-mypy-331948797.passed.log,typing==3.6.2 pytest==3.3.1,Exhausted all options,FALSE,26.36315107,
python-mypy-332010976.failed.log,pytest==3.3.1 typing==3.5.2.2,Exhausted all options,FALSE,14.17224495,
python-mypy-332010976.passed.log,pytest==3.3.1 typing==3.5.2.2,Exhausted all options,FALSE,8.674130683,
python-mypy-335802261.failed.log,pytest==3.3.2 typing==3.5.2.2,Exhausted all options,FALSE,8.714391267,
python-mypy-335802261.passed.log,pytest==3.3.2 typing==3.5.2.2,Exhausted all options,FALSE,8.592882983,
python-mypy-336366611.failed.log,typing==3.6.4 pytest==3.3.2,Exhausted all options,FALSE,15.70907629,
python-mypy-336366611.passed.log,typing==3.6.4 pytest==3.3.2,Exhausted all options,FALSE,27.54179122,
python-mypy-353577046.failed.log,pytest==3.4.1 typing==3.5.2.2,Exhausted all options,FALSE,8.689331033,
python-mypy-353577046.passed.log,pytest==3.4.1 typing==3.5.2.2,Exhausted all options,FALSE,8.747545,
python-mypy-353577049.failed.log,pytest==3.4.2 typing==3.5.2.2,Exhausted all options,FALSE,18.55040752,
python-mypy-353577049.passed.log,pytest==3.4.2 typing==3.5.2.2,Exhausted all options,FALSE,20.3878553,
python-mypy-367177797.passed.log,pytest-xdist==1.22.1 pytest==3.5.0 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,29.36575775,
python-mypy-367177798.passed.log,pytest-xdist==1.22.1 pytest==3.5.0 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,25.46215042,
python-mypy-376630399.failed.log,typing==3.6.4 pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,24.56618673,
python-mypy-376630399.passed.log,typing==3.6.4 pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,28.68047155,
python-mypy-376630491.failed.log,typing==3.6.4 pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,25.20465793,
python-mypy-376630491.passed.log,typing==3.6.4 pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,27.4609932,
python-mypy-379302643.failed.log,pytest-xdist==1.22.1 pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,25.9549667,
python-mypy-379302643.passed.log,pytest-xdist==1.22.1 pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,11.66264633,
python-mypy-379302646.failed.log,pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,18.3406378,
python-mypy-379302646.passed.log,pytest==3.5.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,19.55056325,
python-mypy-389597667.failed.log,typing==3.6.4 pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,24.29651778,
python-mypy-389597667.passed.log,typing==3.6.4 pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,26.58710877,
python-mypy-389597748.failed.log,typing==3.6.4 pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,24.37410287,
python-mypy-389597748.passed.log,typing==3.6.4 pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,26.82348147,
python-mypy-392507122.failed.log,pytest-xdist==1.22.2 pytest==3.6.1,Restored to original error,TRUE,15.78372565,
python-mypy-392507122.passed.log,pytest-xdist==1.22.2 pytest==3.6.1,Successfully fixed build,FALSE,15.65976284,
python-mypy-392507124.failed.log,typing==3.6.4 pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,22.15374285,
python-mypy-392507124.passed.log,typing==3.6.4 pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,24.57476965,
python-mypy-392507125.failed.log,pytest-xdist==1.22.1 pytest==3.6.1,Restored to original error,TRUE,6.5509267,
python-mypy-392507125.passed.log,pytest-xdist==1.22.1 pytest==3.6.1,Successfully fixed build,TRUE,6.640484567,
python-mypy-395671778.failed.log,pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,9.0668135,
python-mypy-395671778.passed.log,pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,10.54809385,
python-mypy-395671781.failed.log,pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,8.73937485,
python-mypy-395671781.passed.log,pytest==3.6.1 pluggy==0.6.0 line==0.8.2,Exhausted all options,FALSE,8.82600795,
rackerlabs-mimic-148378964.failed.log,setuptools==25.1.1,Restored to original error,TRUE,3.28518583,
rackerlabs-mimic-148378964.passed.log,idna==3.1,No longer recognized as a dependency error,FALSE,2.969278157,
rackerlabs-mimic-148378965.failed.log,setuptools==25.1.1,Restored to original error,TRUE,3.140647122,
rackerlabs-mimic-148378965.passed.log,idna==3.1,No longer recognized as a dependency error,FALSE,3.85086093,
rackerlabs-mimic-148378966.failed.log,setuptools==25.1.1,Restored to original error,TRUE,3.075268765,
rackerlabs-mimic-148378966.passed.log,idna==3.1,No longer recognized as a dependency error,FALSE,3.581846305,
rackerlabs-mimic-148378967.failed.log,setuptools==25.1.1,Restored to original error,TRUE,3.533412675,
rackerlabs-mimic-148378967.passed.log,idna==3.1,No longer recognized as a dependency error,FALSE,3.282459247,
scikit-learn-scikit-learn-185761970.failed.log,scipy==0.18.1 Cython==0.25.2,Restored to original error,TRUE,13.65711326,
